LBL            Z             N            A           Kinetic_P      Kinetic_N      Kinetic_total    Spin-orbit_energy    Coulomb_Direct   Coulomb_Exchange   Pairing_energy_P   Pairing_energy_N    HFB_Energy     LN_Energy_P    LN_Energy_N      HFB_Energy_LN    Fermi_Energy_P    Fermi_Energy_N    Quad_Def_Beta2_P     Quad_Def_Beta2_N    Quad_Def_Beta2_total    Quad_Moment_Q2_P    Quad_Moment_Q2_N    Quad_Moment_Q2_total    Pairing_gap_P     Pairing_gap_N    RMS_radius_P    RMS_radius_N    RMS_radius_total    Charge_Radius   
HE         2.000000     22.000000    24.000000        21.230765     186.561061       207.791826         -2.464429            1.221888         -0.521908          -1.905480          -1.237637          9.974378      -2.582192      -0.781648          6.610538       -31.934758          2.686456          -0.000001             0.000000              0.000000              0.000000           -0.000003             -0.000003             3.894144          0.654540        2.228344        5.045625          4.873458           2.367597   
HE         2.000000     24.000000    26.000000        21.436951     200.365469       221.802419         -2.509339            1.228095         -0.524864          -1.829190          -0.941005         15.515724      -2.556760      -0.735626         12.223338       -32.640974          3.087108          -0.000001            -0.000001             -0.000001              0.000000           -0.000007             -0.000008             3.896470          0.638111        2.216923        5.249990          5.081365           2.356851   
HE         2.000000     26.000000    28.000000        21.475191     214.888207       236.363398         -2.036716            1.223063         -0.523099          -1.883974          -1.023194         22.043653      -2.567304      -0.677034         18.799315       -33.234745          3.686668          -0.000001            -0.000001             -0.000001              0.000000           -0.000007             -0.000007             3.898977          0.631779        2.223635        5.423159          5.259570           2.363165   
BE         4.000000      2.000000     6.000000        50.448378      25.810322        76.258700         -3.250681            4.606894         -1.234659          -5.789132          -2.845842        -25.900589      -3.033463      -3.042475        -31.976527        -2.422314        -19.553727           0.000001             0.000000              0.000001              0.000000            0.000000              0.000000             3.595572          4.449738        2.440475        1.935693          2.284640           2.568252   
BE         4.000000      4.000000     8.000000        59.562821      58.321255       117.884077         -8.425056            4.922052         -1.324516          -5.039368          -3.123723        -50.320504      -2.931006      -2.189105        -55.440615        -9.729464        -11.384511           0.000001             0.000001              0.000001              0.000000            0.000000              0.000000             3.580254          2.717456        2.256475        2.258509          2.257492           2.394093   
BE         4.000000      6.000000    10.000000        60.628489      85.838701       146.467190         -9.811678            4.905592         -1.323381          -4.194577          -2.826615        -64.707763      -2.583764      -2.372489        -69.664016       -15.944787         -6.384214           0.000001             0.000000              0.000000              0.000000            0.000000              0.000000             3.215969          2.660334        2.252551        2.512392          2.411817           2.390394   
BE         4.000000      8.000000    12.000000        58.799852     108.218673       167.018525         -7.239582            4.779166         -1.291817          -3.774959          -2.774131        -70.601909      -2.333646      -2.035338        -74.970894       -20.277129         -2.633210           0.000000             0.000000              0.000000              0.000000            0.000000              0.000000             2.940061          2.240831        2.306576        2.798569          2.644760           2.441371   
BE         4.000000     10.000000    14.000000        57.378292     133.134732       190.513024         -7.359440            4.689712         -1.268711          -3.533060          -3.193973        -70.537170      -2.201204      -1.322495        -74.060868       -23.359682         -0.593519           0.000000             0.000000              0.000000              0.000000            0.000000              0.000000             2.772760          1.546801        2.348372        3.127994          2.926515           2.480897   
BE         4.000000     12.000000    16.000000        56.279509     159.284878       215.564387         -9.036641            4.630239         -1.253096          -3.173064          -3.807357        -68.859693      -2.042037      -1.421795        -72.323525       -25.951167         -0.038025          -0.000001             0.000000              0.000000              0.000000            0.000000             -0.000001             2.582487          1.472780        2.378138        3.391101          3.168368           2.509091   
BE         4.000000     14.000000    18.000000        55.159602     182.955549       238.115151        -10.342643            4.572121         -1.237858          -2.893605          -3.399834        -67.069376      -1.900520      -1.546538        -70.516435       -28.224882          0.464241          -0.000001             0.000000              0.000000              0.000000           -0.000001             -0.000001             2.420582          1.411337        2.408196        3.578354          3.353790           2.537599   
BE         4.000000     16.000000    20.000000        53.785721     203.539330       257.325050        -10.396154            4.504801         -1.220051          -2.687825          -2.695050        -64.422229      -1.783728      -1.471944        -67.677900       -29.954208          1.055131          -0.000002             0.000000              0.000000              0.000000           -0.000001             -0.000001             2.285196          1.290198        2.444299        3.744669          3.523202           2.571886   
