LBL            Z             N            A           Kinetic_P      Kinetic_N      Kinetic_total    Spin-orbit_energy    Coulomb_Direct   Coulomb_Exchange   Pairing_energy_P   Pairing_energy_N    HFB_Energy     LN_Energy_P    LN_Energy_N      HFB_Energy_LN    Fermi_Energy_P    Fermi_Energy_N    Quad_Def_Beta2_P     Quad_Def_Beta2_N    Quad_Def_Beta2_total    Quad_Moment_Q2_P    Quad_Moment_Q2_N    Quad_Moment_Q2_total    Pairing_gap_P     Pairing_gap_N    RMS_radius_P    RMS_radius_N    RMS_radius_total    Charge_Radius   
SI        14.000000     30.000000    44.000000       209.312035     540.804327       750.116361        -39.283093           40.830629         -4.895083          -2.723895          -3.868789       -314.412237      -1.684339      -1.826211       -317.922787       -23.684271         -1.459100          -0.180906            -0.163237             -0.167859             -0.342111           -0.871335             -1.213446             1.821582          1.533493        3.272186        3.755497          3.608744           3.368561   
SI        14.000000     32.000000    46.000000       208.667259     573.458664       782.125923        -43.114249           40.696018         -4.864677          -3.012876          -3.414972       -315.855298      -1.681992      -1.777516       -319.314806       -25.008360         -0.805544          -0.000002            -0.000002             -0.000002             -0.000004           -0.000009             -0.000013             1.788071          1.447838        3.269761        3.845855          3.680082           3.366205   
 S        16.000000     10.000000    26.000000       258.785192     153.609904       412.395096        -22.307369           54.755160         -5.908709          -3.685791          -4.178890       -173.525825      -2.234819      -1.484681       -177.245324         0.236787        -19.614190          -0.000003            -0.000005             -0.000004             -0.000007           -0.000005             -0.000012             2.163857          1.971857        3.230787        2.861525          3.093983           3.328361   
 S        16.000000     12.000000    28.000000       263.950605     196.671923       460.622529        -29.220722           55.182856         -5.967947          -3.220010          -4.467750       -209.503557      -2.032884      -1.848305       -213.384745        -2.137207        -17.630594          -0.000003            -0.000005             -0.000004             -0.000007           -0.000007             -0.000014             2.067887          2.037946        3.189732        2.958100          3.092586           3.288524   
 S        16.000000     14.000000    30.000000       265.805708     236.599046       502.404754        -34.239221           55.247626         -5.985019          -2.864212          -3.595258       -242.064546      -1.844072      -2.061518       -245.970136        -4.430369        -15.308292          -0.000003            -0.000003             -0.000003             -0.000006           -0.000005             -0.000011             1.942399          2.135666        3.176249        3.042486          3.114542           3.275448   
 S        16.000000     16.000000    32.000000       264.349330     271.379796       535.729126        -33.303871           54.950106         -5.961973          -2.808085          -3.097645       -268.750785      -1.698012      -1.799238       -272.248034        -6.612983        -12.458240          -0.000002            -0.000002             -0.000002             -0.000004           -0.000004             -0.000008             1.814053          1.914652        3.186653        3.143434          3.165117           3.285537   
 S        16.000000     18.000000    34.000000       260.886700     302.805809       563.692509        -25.829182           54.436016         -5.915724          -2.875969          -3.493662       -290.139070      -1.604153      -1.820791       -293.564014        -8.881151        -10.468444          -0.000001            -0.000001             -0.000001             -0.000003           -0.000003             -0.000005             1.730596          1.816925        3.210063        3.238925          3.225375           3.308248   
 S        16.000000     20.000000    36.000000       257.434097     337.288371       594.722467        -20.086928           53.930630         -5.869743          -2.905552          -3.967233       -308.288549      -1.536155      -1.886948       -311.711652       -11.132346         -8.461393          -0.000001             0.000000             -0.000001             -0.000002           -0.000001             -0.000003             1.669552          1.943355        3.234159        3.321647          3.283051           3.331634   
 S        16.000000     22.000000    38.000000       255.012666     381.528495       636.541161        -22.797086           53.555773         -5.836019          -2.916477          -4.815278       -321.519288      -1.476904      -1.376421       -324.372613       -13.242951         -6.495644          -0.000002            -0.000001             -0.000001             -0.000003           -0.000004             -0.000007             1.617210          1.594458        3.252457        3.399577          3.338422           3.349400   
 S        16.000000     24.000000    40.000000       252.128441     427.355338       679.483779        -28.050203           53.138583         -5.806400          -2.866242          -5.302954       -332.757391      -1.530224      -1.613220       -335.900835       -15.192219         -5.789285           0.134473             0.140128              0.138028              0.291970            0.515287              0.807257             1.644701          1.650452        3.279715        3.484996          3.404369           3.375874   
